video_url,brazilian_state,corrected_transcription,text_origin,specific_contexts,Os contextos específicos fornecidos fazem sentido? Alguma outra explicação poderia ser incluída?,punchlines,Os trechos selecionados realmente contribuem para a comicidade do texto? Há algum outro trecho que caiba ser destacado?,joke_explanation,A explicação está clara e bem fundamentada? Está coerente com os elementos do texto? De fato é isso que torna o texto engraçado? Que outra ideia poderia ser explicada?,fun,humor,nonsense,wit,irony,satire,sarcasm,cynicism,Os estilos cômicos atribuídos fazem sentido? Algum outro estilo deveria ser incluído?,Algum estilo cômico deveria ser removido?,annotator_ID
https://www.youtube.com/shorts/9PJt3EwH8dc?feature=share,Ceará,"Qual que é a igreja que você não pode treinar? Não sei. A igreja calórica. Putz. Qual o nome do santo que protege os gordinhos? Sanduíche, essa eu sei. Sanduíche, boa. Só porque ele tá cabeludo, acho que pode ser roqueiro. Quem? Meu pau. Por que que ele ia falar do carioca? Já começou cedo. Ah! Ah! Ah!",Podcast,,,"A igreja calórica.; Sanduíche, essa eu sei; Meu pau.",,"O humorista brinca com a fonética de algumas palavras. No primeiro ele relaciona igreja católica com perca calórica. Depois relaciona santidade com sanduíche. Por último, relaciona ""cabeludo"" com seu próprio orgão íntimo.",,Sim,Sim,Não,Sim,Não,Não,Não,Não,Absurdo.,,4
https://www.youtube.com/shorts/VU1rTbTt08Y?feature=share,Piauí,"O brasileiro é a única pessoa no mundo, eu já fui em 70 países, eu nunca vi por nenhum lugar as pessoas falarem assim. Cadê meu celular? Só nós, pô. Porque nós temos ciência de que é 5 minutos pra esse celular estar em 4 estados diferentes do Brasil. A gente sabe, tá ligado? Nós fomos criados assim. Não adianta se você nasce em Teresina, se cresce em Teresina, se cria em Teresina, mora pra sempre, lá você tem a cabeça de Teresina. Se nasceu em Porto, você se cria em Porto, você cresce, você tem essa cabeça aqui, pô, não tem como. Eu olho aqui, quando eu tô numa hamburgueria, eu já vejo a diferença. O povo tá comendo os hambúrgueres, o celular assim em cima da mesa, eu olho, fico olhando assim. Eu fico, cara, eu não sou nem ladrão, mas dá vontade de roubar esse pessoal aqui, cara. Vacilando demais, demais, demais.",Stand-up,,,"Porque nós temos ciência de que é 5 minutos pra esse celular estar em 4 estados diferentes do Brasil.;  Eu fico, cara, eu não sou nem ladrão, mas dá vontade de roubar esse pessoal aqui, cara. Vacilando demais, demais, demais.",,"O humorista comenta que o Brasil é o único país onde as pessoas passam o tempo todo checando se ainda estão com seus celulares. Com ironia absurda, diz que, em questão de minutos, o aparelho pode já ter viajado por vários estados. Ele ainda brinca que, às vezes, dá vontade de roubar quem não se preocupa com o celular, só para ver se aprendem a não vacilar.",,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,,,4
https://www.youtube.com/shorts/QNlY_aY346Q?feature=share,Bahia,"Na hora de fazer a oração, quem disse que eu lembrava? Eu fui expulso da catequese. Porque eu tinha 9 anos, mainha me botou na catequese, eu tive aula com a freira. Na aula que ela foi explicar o que era a Eucaristia, eu fui expulso porque ela fez assim: no dia da Eucaristia você vai comer esse biscoito branco aqui. Molhado no vinho. O biscoito é o corpo de Cristo. O vinho é o sangue de Jesus. Eu pivete fiz assim. An an. A freira me expulsou da catequese. Não aprendi Ave Maria e o Pai Nosso todo. Não deu tempo.",Stand-up,,Saber o que é a catequese.,Eu pivete fiz assim. An an. A freira me expulsou da catequese. Não aprendi Ave Maria e o Pai Nosso todo. Não deu tempo.,,"O humorista conta de forma divertida a experiência que teve na catequese, quando uma freira lhe explicou o significado da Eucaristia. Ao ouvir que o vinho representava o sangue de Jesus, ele, com apenas nove anos, fez um sonoro ""An an"", recusando-se a participar. Sua reação inesperada resultou em sua expulsão, e, como consequência, ele nunca chegou a aprender as orações.",,Sim,Sim,Não,Sim,Não,Não,Não,Não,,,4
https://www.youtube.com/shorts/tOpimsczMRI?feature=share,Paraíba,"Aí o cara bota uma mensagem de Deus logo cedinho de manhã, aí daqui a pouco o resultado do jogo, aí daqui a pouco esculhamba com o Temer, daqui a pouco já é contra Lula, aí endoida. Rapaz, um cara desse não tá bom de juizo não. Viva amargurado isso e aquilo, aquilo outro, aquele negócio, ói, eu digo sabe de uma coisa, não vou mexer. E é o tempo todinho. Os caba tão namorando, rapaz. A namorada aqui, a cor mais linda do mundo, olha o rolete de coxa. A bicha de sainha curta e o caba. E ela de lado também. Aí eu fico olhando, no meu tempo. No meu tempo não tinha isso não. Vem estar agarrado nesse celular, que eu tava com o dedo na datilografia dela. E de vez em quando fazendo, eita. Eita. Eita.",Stand-up,,,"Rapaz, um cara desse não tá bom de juizo não.; No meu tempo não tinha isso não. Vem estar agarrado nesse celular, que eu tava com o dedo na datilografia dela. E de vez em quando fazendo, eita. Eita. Eita.",,"O humorista ironiza aqueles que, logo pela manhã, publicam mensagens sobre Deus e, pouco depois, estão criticando ferozmente qualquer político. Em seguida, ele muda de assunto e comenta sobre um homem que namorava uma mulher bonita, de saia curta, mas não parecia aproveitar a companhia dela de forma mais ousada. Brincando com a situação, o humorista afirma que, se estivesse no lugar dele, aproveitaria muito mais.",,Não,Não,Não,Sim,Sim,Não,Sim,Sim,"Deveria ter Absurdo. A parte da ""datilografia do dedo dela"" me levou a essa conclusão.",,4
https://www.youtube.com/shorts/s6ieDrgZ0go?feature=share,Piauí,"Nordestino... tem uns velhos do Nordeste ignorantes que brigam até com Deus. Teve uma seca em Urubu comendo os bois, só a carcaça dos bois e o velho brigando lá no Alpene da Fazenda. Pode comer, bandi fi dumas égua. Comam, comam. Quem botou vocês no mundo não tem condição de dar de comer, eu tenho.",Stand-up,,,"Pode comer, bandi fi dumas égua. Comam, comam. Quem botou vocês no mundo não tem condição de dar de comer, eu tenho.",,"O humorista conta que alguns fazendeiros nordestinos se irritam quando colocam comida pros animais, ao ponto de criticarem Deus por não fazer crescer comida nos pastos.",,Sim,Não,Não,Sim,Sim,Não,Sim,Não,,,4
https://www.youtube.com/shorts/m1rXZlTG284?feature=share,Ceará,"Depois de descobrir que estava levando chifre, o homem resolve tomar as providências. Ei, macho! Pra onde é que tu vai com esse revolve? Este revolve aqui é pra meter bala em quem já dormiu com a minha mulher. Macho, esse revolvezinho não vai dar não. É bom tu levar a metralhadora. É bom tu levar a metralhadora.",Programa humorístico,,Saber o significado de levar chifre.,É bom tu levar a metralhadora.,,A personagem é sagaz ao dizer que o marido precisa de uma metralhadora. Indiretamente ela quer dizer que ele precisa de mais munição se quiser acabar com os amantes dela.,,Sim,Não,Não,Sim,Não,Não,Não,Não,,,4
https://www.youtube.com/shorts/YmCSVAcrXsg?feature=share,Alagoas,"Eu sou publicitária, mas eu pedi demissão, porque eu acho que combina mais que o nordestino tá desempregado em São Paulo. Ariana, vamos falar de cu... Vamos! O pessoal do Rio chama todo nordestino de Paraíba. Aqui é baiano, aqui em São Paulo. E aqui, em Curitiba, como o nordestino é chamado? Aí o Uber olhou pra minha cara e falou, pelo nome? Eu falei, óbvio, é isso, né? Toda vez que eu vou fazer depilação a laser, que eu vou rapar o cu, eu olho a cor do meu cu... Peraí, deixa eu ver essa tonalidade aqui. Aí agora eu tenho um pantone, né, do cu... Pra poder ver se tá escurecendo ou não. Aí meu namorado vai chupar meu cu... Pô, ao invés de encontrar um pêssego, ele encontra um brigadeiro.",Podcast,,,"porque eu acho que combina mais que o nordestino tá desempregado em São Paulo.; Aí o Uber olhou pra minha cara e falou, pelo nome?; Pô, ao invés de encontrar um pêssego, ele encontra um brigadeiro.",,"A humorista humoriza o fato de ser uma nordestina desempregada em São Paulo, apesar dessa situação a prejudicar. Também conta sobre um motorista de Uber que, surpreedentemente, prefere chamar nordestinos por seus nomes, ao invés de usar termos comumente redutivos como paraíba e baiano. Também brinca com o fato de usar um produto íntimo que pode surpreender o namorado.",,Sim,Sim,Não,Sim,Não,Não,Não,Não,Absurdo,,4
https://www.youtube.com/shorts/gerHpU8kTlA?feature=share,Pernambuco,"Deixa eu te fazer o seguinte, pega um metaleiro, bota ele no meio de uma festa assim ó, plum. Parece que a tela preta aparece e faz assim ó, plum, primeira cerveja. Aí tá ele, pra mim só existe sepultura, plim, plum, segunda cerveja. Não, metálica eu ainda escuto, eu gosto. Tem umas músicas melosas, mas eu ainda escuto, já fui no show, o pessoal toca pra caralho. Ti, plum, terceira cerveja. Evanescência tem umas boas também. Plum, quarta cerveja. Simple play. É simple play e code play. Tem gente que fala mal, mas eu ainda tenho algumas músicas que eu gosto. Plum, quinta cerveja. No pagode só tem molejo, porra. Não tem pra ninguém, caralho. É pra se fuder, Andrézão, qual cu que a gente vai comer hoje? É doideira.",Stand-up,,,"No pagode só tem molejo, porra. Não tem pra ninguém, caralho. É pra se fuder, Andrézão, qual cu que a gente vai comer hoje? É doideira.",,"O humorista narra de forma divertida a transformação gradual de um metaleiro em uma festa, à medida que o álcool vai fazendo efeito. No início, ele se mantém firme em seu estilo, mas, conforme bebe, começa a se render a novos ritmos, até que, no final, já está cantando e dançando músicas que jurava odiar.",,Sim,Sim,Não,Sim,Não,Não,Não,Não,,,4
https://www.youtube.com/shorts/kN8rBcOhdNs?feature=share,Ceará,"Tem um amigo meu que é muito rico. Esse dia ele tava descendo de Ferrari pra praia, um cara bateu na traseira do carro dele, Carlos Roberto. Pó! Ele desceu doido da vida. Ele desceu do carro e falou: que isso, rapaz? Você bateu na traseira da minha Ferrari? Como é que você faz isso? Você sabe com quem você está falando? Eu sou um dos maiores advogados do Brasil. E você sabe o tanto de cliente que eu tive que passar pra trás pra poder comprar essa Ferrari? Aí o cara, meu senhor, me desculpe, eu bati. Olha só, se eu arrumar esse para-choque não paga o seu carro. E o cara foi entrar. Eu vou lhe processar. Na hora que ele abriu a porta da Ferrari, Carlos Roberto, com o braço assim, veio um caminhão. Arrancou o braço dele com porta de Ferrari, com tudo. Aí ele falou: olha aí, o caminhão arrancou a porta do meu carro. Aí o cara falou Meu senhor, pelo amor de Deus. O senhor tão apegado em bem, só falando da Ferrari. E arrancou a porta. O senhor não percebeu, o caminhão arrancou o braço do senhor também. Ele, meu Deus! Meu Rolex! Meu Rolex!",Programa humorístico,Ferrari é uma fabricante de carros esportivos de luxo. Rolex é uma fabricante de relógios de pulso de luxo.,,"E você sabe o tanto de cliente que eu tive que passar pra trás pra poder comprar essa Ferrari?; Ele, meu Deus! Meu Rolex! Meu Rolex!",,"O humorista conta uma história absurda, mas sagaz, em que um dono de Ferrari se desespera ao ver que alguém bateu na traseira do seu carro. Furioso, ele desce para avaliar o estrago, mas, no exato momento, um caminhão passa e leva junto a porta do carro… e o braço dele. Mesmo assim, sua maior preocupação continua sendo o carro, o que leva o motorista que causou o acidente a repreendê-lo: ""Cara, você perdeu um braço e só pensa na porta do carro?!"". Então, para a surpresa de todos, ele olha para o próprio braço arrancado e grita em desespero: ""Meu Deus, meu Rolex!"", provando que sua prioridade ainda era o luxo, não o membro perdido.",,Não,Não,Sim,Sim,Não,Não,Não,Não,Cinismo. Na piada ele da mais ênfase a bens materiais do que o próprio bem estar.,,4
https://www.youtube.com/shorts/18D7u_nfMwQ?feature=share,Piauí,"Mulheres, só as mulheres vão responder sim ou não. Você namoraria com um cara que tira a barba daqui, só até aqui na metade da cara? Por que que as mulheres tiram os cabelos da perna daqui, só até aqui? No joelho. E não pode pegar na canela não, que ela zanga. Botou a mão, ela, sai! Tá crescendo esse cotoquinho. Não gosta, mano. Por que que corta só a metade? Não, que eu gosto de passar um l'oreal. Aí pra praia de biquíni. Fica daqui pra cá pelado, daqui pra cá o Goku, saia jeans, os cabelos. Vovó era louca, cara. Minha vó era louca. Minha vó era muito doida. Vovó com 95 anos queria andar de bicicleta. Eu digo, a senhora é doida, é? Vou andar! Se você parar pra prestar atenção, o véio, quanto mais véio ele fica, a velha, quanto mais velha ela fica, mais grossa ela fica.",Stand-up,"L'Oréal S. A. é uma empresa francesa de cosméticos e beleza. Goku é um personagem do anime Dragon Ball Z que possui uma transformação especial chamada ""Saiyajin"".",,"Por que que as mulheres tiram os cabelos da perna daqui, só até aqui? No joelho.; Não, que eu gosto de passar um l'oreal.; Fica daqui pra cá pelado, daqui pra cá o Goku, saia jeans, os cabelos.;  Vovó com 95 anos queria andar de bicicleta.;  a velha, quanto mais velha ela fica, mais grossa ela fica.",,"O humorista diverte ao questionar por que as mulheres se incomodam com homens que raspam a barba só até a metade do rosto, se elas mesmas depilam as pernas só até o joelho. Em seguida, brinca que fazem isso para deixar cabelo suficiente e usar um shampoo L’Oréal Paris, e que, do joelho para cima, parece que estão usando uma saia jeans, fazendo um trocadilho com Saiyajin, do anime Dragon Ball Z. Para completar, ele conta sobre sua avó, teimosa aos 95 anos, que insistia em andar de bicicleta, e comenta que, quanto mais velhas as senhoras ficam, mais brutas se tornam.",,Sim,Não,Não,Sim,Sim,Não,Sim,Sim,,,4
https://www.youtube.com/shorts/TbpDSeZurdc?feature=share,Piauí,"Que a minha mãe conversa com a televisão. O William Bonner diz, boa noite, ela, boa noite. O William Bonner diz assim, assista agora a novela, assisto se eu quiser. Eu vou é trancar e vou lá pra Casa Mariazinha conversar, ora. Ela conversa com a televisão. Uma vez foi o que era a morte do Papa, era assim um jornal nacional mais comprido, minha sobrinha estava sentada assim na cadeira com as pernas abertas e o jornal não acabava. A mamãe disse, fecha tuas pernas, senão ele não dá boa noite hoje. E a gente, vocês não vão acreditar, quando minha sobrinha se fechou, ele disse, boa noite. A mamãe disse, você não disse? Isso não vale nada.",Stand-up,William Bonner é um jornalista e apresentador brasileiro.,,"assisto se eu quiser. Eu vou é trancar e vou lá pra Casa Mariazinha conversar, ora. Ela conversa com a televisão.;  quando minha sobrinha se fechou, ele disse, boa noite. ",,"O humorista conta que sua mãe tinha o hábito de conversar com a televisão, respondendo e até discutindo com o jornalista William Bonner. Ele relembra um momento curioso em que sua mãe, do nada, pediu à sobrinha que fechasse as pernas para que o jornal acabasse. Coincidentemente, assim que ela obedeceu, o William Bonner encerrou o jornal, fazendo parecer que sua mãe havia previsto o futuro.",,Sim,Sim,Sim,Não,Não,Não,Não,Não,,,4
https://www.youtube.com/shorts/famjYtgEpCA?feature=share,Bahia,"Eles lançaram um negócio do concurso, né? Do reality. Aí eles postaram um trailer lá do reality, aí eu comentei uma bobagem, não comentei nem piada. Eu falei, pô, que massa e tal, não sei o quê. Comentei uma parada. Aí meu perfil é verificado no YouTube, né? Aí o comentário fica com relevância, o perfil do Porta veio e respondeu assim, na parrochorra do caralho, falando, ah, você tem que deixar a piada pra quando você for se inscrever. E eu nem tinha nem feito piada. Aí eu achei um desaforo, eu respondi assim, quem falou que eu vou me inscrever nessa merda? Aí uma galera, irmão, uma galera... Uma galera viu isso aí, tá ligado? E começou a responder e tal, porque eu não falei nada demais e eles me deram essa... Aí eu dei uma invertida que eles não souberam.",Podcast,,,quem falou que eu vou me inscrever nessa merda? ,,"O humorista relata que fez um comentário no trailer de um concurso para ingressar em uma produtora de vídeos do YouTube. Em resposta, a produtora sugeriu que ele guardasse a piada para a inscrição. Irritado, ele rebateu: ""Quem disse que eu vou me inscrever nessa merda?"" O comentário gerou repercussão, e muitas pessoas o criticaram por sua resposta ríspida.",,Não,Sim,Não,Não,Não,Não,Sim,Não,"Acredito que tenha sagacidade nessa piada, pela parte que ele fala "" quem disse que eu vou se inscrever nessa merda"".",,4
https://www.youtube.com/shorts/dzoyeXLkMBk?feature=share,Rio Grande do Norte,"Rapaz, esse cardápio de vocês aqui é cheio de frufu, enrolação danada, né? Por que sim? Delicioso pão de batata, um incrível tomate, um saboroso alface especial. O que é que vocês botam no alface de vocês aqui? Não é só um alface normal, não? É por isso que eu prefiro esse cebosão da rua, sabe? Os caras não ficam enrolando não, o papo é reto. E aí, amigo, esse bauru especial aí, o que é que tem de especial nesse bauru? Ele é deficiente, só tem um ovo. Toma aí.",Vídeo roteirizado,,Saber que sebosão é um termo bastante comum que faz referênica a comida de rua.,"É por isso que eu prefiro esse cebosão da rua, sabe?; Ele é deficiente, só tem um ovo. ",,"O humorista ironiza estabelecimentos que usam descrições sofisticadas para lanches simples. Para ilustrar, cita um exemplo de um local mais tradicional, onde o atendente explica que o bauru é especial por ter uma ""deficiência"": vem com apenas um ovo, fazendo uma referência bem-humorada às partes íntimas masculinas.",,Não,Não,Não,Sim,Sim,Sim,Sim,Sim,,,4
https://www.youtube.com/shorts/jxDomEMTms4?feature=share,Alagoas,"Eu só vim perceber mesmo que as pessoas estavam vendo que eu era gorda quando eu fiz o Comédia Centro do ano passado Sabe, aí uma mulher ligou pra mim e falou assim Olha, tô te vendo na televisão, queria lhe dar um patrocínio de roupa Eu digo, eita, tô famosa, né? Como é o nome da loja? A mulher falou, Rechonchuda Aí eu fiquei triste, mas aí meus amigos vieram pra mim, né? E falaram assim, não, Ariane, olha, preto emagrece Aí eu comecei a namorar um, mas... E aí",Stand-up,Comedy Central é um canal de televisão por assinatura brasileiro de humor.,Rechonchuda faz referência a pessoa acima do peso.,"A mulher falou, Rechonchuda; E falaram assim, não, Ariane, olha, preto emagrece Aí eu comecei a namorar um, mas... E aí",,"O texto primeiro surpreende com o nome inusitado da loja, ""Rechonchuda"", e depois a humorista, de maneira sagaz, fala que começou a namorar um rapaz negro por sugestão de seus amigos em usar preto, sendo que eles estavam falando de cor de roupa.",,Não,Sim,Sim,Sim,Não,Não,Não,Não,,,4
https://www.youtube.com/shorts/F8b0O9zTmmM?feature=share,Pernambuco,"Vou pro Rio de Janeiro, vou pro Rio de Janeiro, vou pro Rio de Janeiro que lá só tem gente rica, só tem gente rica e famosa, e eu assisti a video show. Aí eu dizia, rapaz, vou pro Rio de Janeiro. Aí eu cheguei aqui doido pra encontrar um famoso. Eu, rapaz, saía, vou aí comprar pão, menina, eu vou, minha tia, saía pra comprar pão, voltava, oxe, minha tia, não encontrei Carolina Dieckman na padaria, não encontrei. Ah, vai no açougue, compra lá, salsicha, eu ia. Voltava, não encontrei, José viu que não encontrei. Minha tia, meu filho, cê tá em Inhaúma. Famoso aqui, só o cemitério, se você quiser ir lá tirar foto.",Stand-up,Inhaúma é um bairro da Zona Norte do município do Rio de Janeiro. ,,"Famoso aqui, só o cemitério, se você quiser ir lá tirar foto.",,"O humorista conta que estava empolgado para viajar ao Rio de Janeiro, na expectativa de cruzar com ricos e famosos. No entanto, ao chegar lá e não encontrar ninguém desse tipo, desabafa com sua tia. Ela então joga um balde de água fria nele ao dizer que, no bairro onde estão, a única coisa famosa que ele vai encontrar é o cemitério.",,Sim,Sim,Não,Sim,Sim,Não,Não,Sim,,,4
https://www.youtube.com/shorts/XiSOfVApj-8?feature=share,Piauí,"O nordestino tem um negócio, marcou o horário, tem que começar no horário, senão ele começa a jogar indireta. Pode ver, eu tava marcado pra oito horas, atrasou uns quarenta minutos. Já tinha gente, se eu soubesse que era meia noite. Tinha que sair de casa meia noite. Aí começou, né? Marcamos o jantar pra oito horas da noite, oito horas, deu oito e quinze. Não tinha chegado a comida, meu tio levantou e disse, é, vamos embora. Se eu soubesse, tinha jantado era em casa. Trouxeram meus pratos, ave maria. Quem morreu oito horas já tá é pode, meu amigo.",Stand-up,,,"Já tinha gente, se eu soubesse que era meia noite. Tinha que sair de casa meia noite.; é, vamos embora. Se eu soubesse, tinha jantado era em casa. Trouxeram meus pratos, ave maria. Quem morreu oito horas já tá é pode, meu amigo.",,"O humorista brinca que o nordestino não tolera atrasos e, mesmo que a demora seja mínima, já começa a soltar indiretas. Ele então apresenta exemplos divertidos de como isso acontece e como os nordestinos lidam com a impaciência.",,Sim,Sim,Não,Não,Sim,Não,Sim,Não,,,4
https://www.youtube.com/shorts/uilkIc8kIBU?feature=share,Bahia,"E aí é foda que outro dia eu vi uma conhecida minha, né? Eu vou fazer que nem o Linha Direta, eu vou dar nomes. Heloísa. Ela postou no Instagram que tinha levado uma peixeira pra praia pra cortar fruta. Eu pensei, porra, eu saio sem nada na mochila, a polícia já me para? Imagine se eu tô com a faca dentro da mochila. Aí eu pensei, se a polícia aborda a Heloísa e o namorado com a faca na mochila e o namorado dela disser assim, ó, policial, meu nome é Gohan. Essa faca aqui, na verdade, é a espada Z. Eu estou num treinamento intenso com o Kaioshin do Norte e o Supremo Kaioshin porque Majin Buu é uma ameaça iminente. A polícia ainda vai olhar pra ele e dizer assim, ó, vá, Gohan. O mundo precisa de você. Aí Gohan sai andando, né, porque não é de verdade. Posso pressentir o perigo e o caos. E o Gohan vai.",Stand-up,"O humorista é negro. Gohan, Kaioshin e Majin Buu são personagens do anime Dragon Ball Z.",,"Eu vou fazer que nem o Linha Direta, eu vou dar nomes. ; eu saio sem nada na mochila, a polícia já me para? Imagine se eu tô com a faca dentro da mochila.;  ó, policial, meu nome é Gohan. Essa faca aqui, na verdade, é a espada Z. Eu estou num treinamento intenso com o Kaioshin do Norte e o Supremo Kaioshin porque Majin Buu é uma ameaça iminente. A polícia ainda vai olhar pra ele e dizer assim, ó, vá, Gohan. O mundo precisa de você.; Posso pressentir o perigo e o caos. E o Gohan vai.",,"O humorista faz uma crítica bem-humorada ao comentar que sua amiga Heloísa postou uma foto na praia com uma peixeira, usada para cortar frutas, enquanto ele, como homem negro, é abordado pela polícia até se sair de casa sem nada na mochila. Ele então fantasia uma situação absurda em que Heloísa e seu namorado estão juntos, e o namorado, ao ser abordado pela polícia, finge ser o Gohan, de Dragon Ball e o policial o libera por ""reconhecer"" que ele precisa salvar o mundo.",,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,,,4
https://www.youtube.com/shorts/KMfafNA8Eu8?feature=share,Pernambuco,"Eu tenho um preconceito muito grande, sabe com o quê? Com o homem que dá cantada. É grosseiro, é violento. Não tem eficácia nenhuma isso. Você nunca viu, inclusive, nunca viu. Sei lá, mulher passa assim na construção e o pedreiro diz Oi, gostosa! E ela responde na hora Oi, seu pedreiro! Como é que o senhor está? Vem aqui rebocar minha buceta? Isso não vai acontecer! Não!",Stand-up,,,"É grosseiro, é violento. Não tem eficácia nenhuma isso.; Oi, seu pedreiro! Como é que o senhor está? Vem aqui rebocar minha buceta? Isso não vai acontecer! Não!",,O humorista desdenha de quem flerta dá um exemplo sarcástico em que uma mulher se entrega completamente a uma cantada de pedreiro.,,Não,Não,Sim,Sim,Sim,Não,Sim,Sim,Sátira.,,4
https://www.youtube.com/shorts/bXzLpasxBak?feature=share,Maranhão,"Vou visitar a mamãe, mamãe chegou com um papo muito errado pra mim. Olha que mamãe chegou pra mim, mamãe chegou pra falar assim, meu filho, escuta o que eu vou te falar. Meu filho é comprovado, cientificamente, que não se deve educar batendo. Falei, mamãe, a senhora fez o quê? Ela falou, eu li. Falei, mamãe, na minha época a senhora era analfabeta, era?",Stand-up,,,"Falei, mamãe, na minha época a senhora era analfabeta, era?",,"O humorista sugere que sua mãe costumava bater nele ao questioná-la se ela era analfabeta, logo após ela afirmar que não se deve educar com violência.",,Sim,Não,Não,Não,Sim,Não,Sim,Não,Sagacidade/humor,,4
https://www.youtube.com/shorts/0u_TEKmW4lk?feature=share,Ceará,"Luiz Roberto! Que amor! Você está vendo aquele homem ali bebendo? Aquele todo maltrapilho? Sim! Sim, o que que tem? Ele é meu ex! Desde quando a gente se separou há 10 anos, ele não parou mais de beber! Eu não acredito! Mas por que? Porque ninguém comemora tanto tempo assim! Risos Risos Risos",Programa humorístico,,,Porque ninguém comemora tanto tempo assim!,,"O personagem brinca ao dizer que ninguém passa dez anos bebendo para comemorar um término de casamento, quebrando a expectativa da mulher que achou que o ex estava bebendo para afogar as mágoas. ",,Sim,Sim,Não,Sim,Não,Não,Não,Sim,,,4
https://www.youtube.com/shorts/N3g3Z0W7fcA?feature=share,Pernambuco,"Casal é a primeira vez? Pô, que legal, velho. Assim, na internet vocês já ouviram alguns nomes, algumas coisas? Anderson Silva. Hã? Anderson Silva? Tá assistindo o stand-up errado. Esse aí não quebrou a canela, não foi? Esse aí não tá nem... não tá nem... stand-up direito, meu filho. Faz tempo que estão juntos? Casados? Muito tempo. Já pensou em separar?  A gente tem dois meninos. Olha, então isso quer dizer que pensou com certeza. Faz o que da vida, meu amigo? Nada. Olha, e ela faz o que? Trabalho no financeiro. Trabalha no financeiro. Viu? Por isso que eu não faço nada. Pois é. Até porque o financeiro envolve muitas coisas, né? Financeiro de onde? Ela não quer nem... vai ver que a gente tá falando com um traficante.",Stand-up,Anderson da Silva é um ex-lutador brasileiro-americano de MMA.,,"Hã? Anderson Silva? Tá assistindo o stand-up errado. Esse aí não quebrou a canela, não foi? Esse aí não tá nem... não tá nem... stand-up direito, meu filho.; Já pensou em separar?; Olha, então isso quer dizer que pensou com certeza.; Viu, por isso que eu não faço nada.;  vai ver que a gente tá falando com um traficante.",,"O humorista interage com um casal na plateia que está assistindo a um stand-up pela primeira vez. Quando eles mencionam conhecer Anderson Silva no ramo do humor, ex-lutador, ele brinca dizendo que, com a canela quebrada, o Anderson mal consegue ""stand-up"" (ficar de pé). Seguindo a conversa, ele sugere que o rapaz já deve ter pensado em se separar só pelo trabalho de cuidar dos dois filhos. Quando o homem admite que não faz nada porque sua esposa trabalha no financeiro, o humorista provoca, dizendo que ela talvez seja até traficante sem que ninguém saiba.",,Sim,Sim,Não,Sim,Sim,Não,Sim,Não,,,4
https://www.youtube.com/shorts/6rU2xXBsa1I?feature=share,Piauí,"Mas lá na minha cidade era um caminhoneiro apaixonadíssimo pela mulher, ele estava no caminhão, todo mundo sabia que quando ele viajava, ela... Não... Era segunda, terça, quarta, quinta, sexta, sábado. E ele na janela do caminhão ficava mandando beijo, apaixonado. Ele dizia, ô meu amor, quando eu viajo... Ô meu Deus, tenho que viajar, mas quando eu viajo passa tanta coisa pela minha cabeça. E a vizinha, que é o bicho mais ruim que tem no mundo, a vizinha da janela dizia... Passa tanta cabeça pela coisa dela.",Stand-up,,,Passa tanta cabeça pela coisa dela.,,"O humorista conta a história de um caminhoneiro apaixonado, que diz que muitas coisas passam pela sua cabeça quando pensa na esposa durante suas viagens. A vizinha, de forma sarcástica, responde que, no caso dela, ""muita cabeça passa pela coisa dela"", insinuando, de maneira irônica, que o caminhoneiro está sendo traído.",,Não,Sim,Não,Sim,Sim,Não,Sim,Não,,,4
https://www.youtube.com/shorts/-854Rwb9XNM?feature=share,Sergipe,"Vocês conhecem algum homem trans, mulher trans? Sim. Ah, que inclusivos. Amei vocês. Não, porque às vezes você vai num show, às vezes você conhece, sabe o que é cis? Aí eu quero, não, cis estudar saberia. Tá ligado? Eu meto logo essa, falo cis estudar saberia. E aí na transição, eu tive muitas complicações mentais mesmo, tanto que o show, a gente fala sobre droga, sobre as coisas, assim. Que doem. Ha, ha, ha. Doeu, foda-se. Ha, ha, ha. Mas é isso, eu acho que é isso. Eu acho que o bom humor me salvou. Muitas vezes na transição eu fiquei na dúvida. Será que eu sou homem? Será que eu sou mulher? Será que eu sou boyceta?",Stand-up,,,cis estudar saberia.; Será que eu sou boyceta?,,,,Sim,Sim,Não,Não,Sim,Não,Sim,Não,,,4
